event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
SRB4143,"05 February 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia); Teachers (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,"South Backa","Novi Sad",,"Novi Sad",45.2593,19.8291,1,"N1TV Online - Serbia",National,"On 5 February 2025, high school students, teachers, parents, and citizens gathered in front of the 'Jovan Jovanovic Zmaj' Gymnasium in Novi Sad demanding the immediate dismissal of the school's principal, accusing him of verbally abusing students because they supported students' demands for justice and accountability regarding the Novi Sad train station tragedy in which 15 people lost their lives following the collapse of a concrete canopy.",0,"crowd size=no report",1739305041,9541,41595,169916,9541
SRB4154,"05 February 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Labor Group (Serbia); Students (Serbia); Teachers (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,"Savski Venac",,"Belgrade - Savski Venac",44.7821,20.4517,1,"N1TV Online - Serbia",National,"On 5 February 2025, university and high school students, professors, and deans from eight faculties gathered in front of the Ministry of Education in Belgrade - Savski Venac to protest against pressures and disciplinary actions taken against education workers who chose to strike and suspend classes nationwide. The strike of teachers aims to support students' calls for accountability following the tragic collapse of the concrete canopy at the Novi Sad train station, which resulted in the death of 15 people. As part of the 'Serbia, Stop' campaign, protesters held a 15-minute moment of silence to honor the 15 victims of the train station tragedy, as well as those who lost their lives in the fire at a retirement home in Barajevo. Additionally, pensioners who had gathered earlier at Republic Square to support the students' demands joined the protest.",0,"crowd size=no report",1739305041,6393,29708,109163,6393
SRB4155,"05 February 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Labor Group (Serbia); Students (Serbia); Teachers (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Moravica,Cacak,,Cacak,43.888,20.344,1,"N1TV Online - Serbia",National,"On 5 February 2025, several hundred pensioners, students, and professors gathered in Cacak to show support for students who are occupying their schools and faculties, demanding accountability for the loss of 15 lives after a concrete canopy at Novi Sad's railway station collapsed, attributing the tragic event to corruption. Protesters also observed 15 minutes of silence as part of the 'Serbia, Stop' campaign, with an aim to honor the victims and advocate for students' demands to be addressed.",0,"crowd size=several hundred",1739305041,8996,19979,75184,8996
SRB4160,"05 February 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Teachers (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Jablanica,Leskovac,,Leskovac,42.9976,21.9445,1,"N1TV Online - Serbia",National,"On 5 February 2025, education workers gathered in front of the education inspection office in Leskovac to protest against pressures and disciplinary actions taken against them for choosing to strike and suspend classes nationwide, with an aim to support students' calls for accountability following the tragic collapse of the concrete canopy at the Novi Sad train station, which resulted in the death of 15 people.",0,"crowd size=no report",1739305041,2615,19331,43500,2615
SRB4103,"04 February 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Raska,Kraljevo,,Kraljevo,43.7259,20.6896,1,"N1TV Online - Serbia",National,"On 4 February 2025, students in Kraljevo blocked Dositejeva Street in front of the Faculty of Mechanical Engineering and Civil Engineering as a form of protest against the unfulfilled demands of students across Serbia. Their demands include accountability for the loss of 15 lives due to the collapse of a concrete canopy at the train station in Novi Sad, which they attribute to corruption. They are also calling for the publication of documents related to the station's reconstruction, the release and dismissal of charges against those arrested during the protests, and the filing of criminal charges against individuals who assaulted students during these demonstrations.",0,"crowd size=no report",1739305040,5532,21674,46623,5532
SRB4106,"04 February 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Rasina,Krusevac,,Krusevac,43.5811,21.3352,1,"N1TV Online - Serbia",National,"On 4 February 2025, high school students occupied the Gymnasium in Krusevac, advocating for students' demands to be met. Their demands include accountability for the loss of 15 lives due to the collapse of a concrete canopy at the train station in Novi Sad, which they attribute to corruption. They are also calling for the publication of documents related to the station's reconstruction, the release and dismissal of charges against those arrested during the protests, and the filing of criminal charges against individuals who assaulted students during these demonstrations.",0,"crowd size=no report",1739305040,4489,22859,74419,4489
SRB4107,"04 February 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Jablanica,Leskovac,,Leskovac,42.9976,21.9445,1,"N1TV Online - Serbia",National,"On 4 February 2025, citizens and students gathered in Leskovac to show support for students who are occupying their faculties, demanding accountability for the loss of 15 lives after a concrete canopy at Novi Sad's railway station collapsed, attributing the tragic event to corruption. Protesters also honored the victims as part of the 'Serbia, Stop' campaign.",0,"crowd size=no report",1739305040,2615,19331,43500,2615
SRB4109,"04 February 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,"South Backa","Novi Sad",,"Novi Sad",45.2593,19.8291,1,"N1TV Online - Serbia",National,"On 4 February 2025, students and citizens blocked in protest the Detelinara intersection in Novi Sad in response to the attack on students in front of the 'Bogdan Suput' school the previous day, when a driver attempted to forcefully drive through the crowd during their silent commemoration for 15 victims who lost their lives after a concrete canopy collapsed at Novi Sad's railway station.",0,"crowd size=no report",1739305040,9541,41595,169916,9541
SRB4110,"04 February 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,"South Banat",Pancevo,,Pancevo,44.8713,20.6443,1,"N1TV Online - Serbia",National,"On 4 February 2025, citizens and students gathered in Pancevo to show support for students who are occupying their faculties, demanding accountability for the loss of 15 lives after a concrete canopy at Novi Sad's railway station collapsed, attributing the tragic event to corruption.",0,"crowd size=no report",1739305041,6151,18214,71319,6151
SRB4111,"04 February 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Sumadija,Arandelovac,,Arandelovac,44.3076,20.5611,1,"N1TV Online - Serbia",National,"On 4 February 2025, citizens gathered in Arandelovac to observe 15 minutes of silence as part of the 'Serbia, Stop' campaign. They aimed to honor the 15 victims who lost their lives following the collapse of the concrete canopy at the Novi Sad's train station and demand accountability for this tragic event.",0,"crowd size=no report",1739305041,4011,10338,28501,4011
SRB4112,"04 February 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,"South Backa",Bac,,"Backo Novo Selo",45.2989,19.1427,1,"N1TV Online - Serbia",National,"On 4 February 2025, citizens gathered in Backo Novo Selo to show support for students who are occupying their faculties, demanding accountability for the loss of 15 lives after a concrete canopy at Novi Sad's railway station collapsed, attributing the tragic event to corruption.",0,"crowd size=no report",1739305041,214,731,975,214
SRB4113,"04 February 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Teachers (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,"North Backa",Subotica,,Subotica,46.101,19.6682,1,"N1TV Online - Serbia",National,"On 4 February 2025, citizens and teachers gathered in Subotica to observe 15 minutes of silence as part of the 'Serbia, Stop' campaign, with an aim to honor the 15 victims who lost their lives following the collapse of the concrete canopy at the Novi Sad's train station and demand accountability for this tragic event.",0,"crowd size=no report",1739305041,2521,14944,65157,2521
SRB4114,"04 February 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Students (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Kolubara,Valjevo,,Valjevo,44.272,19.8874,1,"N1TV Online - Serbia",National,"On 4 February 2025, citizens and students gathered in Valjevo to observe 15 minutes of silence as part of the 'Serbia, Stop' campaign, with an aim to honor the 15 victims who lost their lives following the collapse of the concrete canopy at the Novi Sad's train station and demand accountability for this tragic event.",0,"crowd size=no report",1739305041,5855,23076,66513,5855
SRB4131,"04 February 2025",2025,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Health Workers (Serbia); Labor Group (Serbia); Students (Serbia); Teachers (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,,,Belgrade,44.6916,20.4261,2,"N1TV Online - Serbia",National,"On 4 February 2025, citizens, university and high school students, health workers, professors, and labor groups, gathered at various locations in Belgrade, including in Karaburma, Lazarevac, Bezanijska kosa, Novi Beograd, Savski Venac (in front of the University Clinical Centre of Serbia) and Zemun to show support for students and striking education workers who are demanding accountability for the loss of 15 lives following the collapse of a concrete canopy at the train station in Novi Sad. Protesters also observed 15 minutes of silence as part of the 'Serbia, Stop' campaign to honor the victims and advocate for their demands to be addressed.",0,"crowd size=no report",1739305041,1777,13861,33117,1777
